molten_volume,count,working,molten_temp,facility_operation_cycleTime,production_cycletime,low_section_speed,high_section_speed,cast_pressure,biscuit_thickness,upper_mold_temp1,upper_mold_temp2,lower_mold_temp1,lower_mold_temp2,sleeve_temperature,physical_strength,Coolant_temperature,tryshot_signal,EMS_operation_time,mold_code,passorfail
94.0,252,가동,702.0,116,118,109.0,111.0,330.0,44.0,239.0,180.0,250.0,178.0,575.0,692.0,33.0,A,23,8722,0.0
-1.0,98,가동,712.0,115,116,110.0,112.0,332.0,50.0,102.0,155.0,230.0,138.0,460.0,704.0,33.0,A,23,8917,0.0
69.0,52,가동,728.0,116,117,110.0,112.0,329.0,49.0,179.0,178.0,258.0,178.0,422.0,703.0,31.0,A,23,8917,0.0
-1.0,57,가동,732.0,120,121,110.0,112.0,332.0,55.0,223.0,153.0,152.0,243.0,177.0,721.0,33.0,A,6,8412,0.0
67.0,125,가동,708.0,115,118,110.0,112.0,333.0,50.0,162.0,162.0,162.0,144.0,477.0,705.0,32.0,A,23,8412,0.0
88.0,121,가동,691.0,119,121,110.0,112.0,333.0,45.0,163.0,189.0,159.0,143.0,474.0,697.0,29.0,A,23,8412,0.0
-1.0,266,가동,709.0,118,119,110.0,112.0,333.0,50.0,142.0,166.0,162.0,141.0,454.0,680.0,32.0,A,23,8412,0.0
-1.0,252,가동,729.0,116,119,110.0,111.0,313.0,51.0,216.0,154.0,128.0,212.0,380.0,721.0,32.0,A,6,8412,0.0
69.0,273,가동,726.0,119,121,110.0,112.0,330.0,45.0,177.0,118.0,180.0,272.0,482.0,697.0,38.0,A,23,8722,0.0
-1.0,154,가동,733.0,116,120,110.0,112.0,331.0,51.0,226.0,180.0,197.0,196.0,320.0,704.0,31.0,A,23,8573,0.0
68.0,54,가동,729.0,116,118,110.0,112.0,329.0,48.0,180.0,179.0,258.0,178.0,421.0,700.0,31.0,A,23,8917,0.0
-1.0,59,가동,729.0,120,199,110.0,112.0,333.0,49.0,154.0,155.0,123.0,176.0,156.0,702.0,34.0,A,6,8412,0.0
-1.0,209,가동,710.0,120,121,110.0,112.0,331.0,55.0,231.0,200.0,165.0,220.0,474.0,713.0,32.0,A,23,8573,0.0
-1.0,123,가동,714.0,124,122,110.0,114.0,332.0,51.0,233.0,199.0,163.0,220.0,476.0,706.0,33.0,A,23,8573,0.0
-1.0,25,가동,711.0,127,127,110.0,112.0,332.0,50.0,219.0,169.0,81.0,191.0,564.0,708.0,30.0,A,23,8573,0.0
36.0,185,가동,711.0,120,121,110.0,112.0,333.0,52.0,159.0,136.0,161.0,138.0,475.0,695.0,29.0,A,23,8412,0.0
-1.0,179,가동,733.0,121,122,110.0,112.0,331.0,53.0,228.0,184.0,200.0,198.0,538.0,701.0,32.0,A,23,8573,0.0
49.0,164,가동,730.0,76,119,110.0,112.0,330.0,40.0,160.0,179.0,226.0,162.0,396.0,705.0,31.0,D,23,8917,1.0
-1.0,46,가동,707.6027529582226,117,119,140.0,144.0,333.0,44.0,175.0,136.0,162.0,144.0,504.0,701.0,30.0,A,23,8412,0.0
-1.0,266,가동,732.0,119,120,110.0,112.0,320.0,53.0,222.0,162.0,135.0,217.0,196.0,729.0,34.0,A,6,8412,0.0
58.0,192,가동,709.0,118,141,115.0,117.0,324.0,43.0,195.0,190.0,147.0,166.0,500.0,688.0,31.0,A,23,8600,0.0
-1.0,281,가동,708.0,116,117,110.0,112.0,332.0,55.0,102.0,184.0,250.0,149.0,475.0,707.0,33.0,A,23,8917,0.0
-1.0,219,가동,731.0,121,121,110.0,112.0,317.0,49.0,213.0,144.0,130.0,207.0,401.0,698.0,34.0,A,6,8412,0.0
66.0,238,가동,729.0,115,118,110.0,112.0,329.0,53.0,187.0,182.0,263.0,183.0,434.0,700.0,31.0,A,23,8917,0.0
0.0,268,가동,708.9172515700037,117,121,115.0,117.0,324.0,53.0,221.0,197.0,156.0,174.0,511.0,695.0,32.0,A,23,8600,0.0
-1.0,270,가동,707.6027529582226,118,128,140.0,143.0,333.0,49.0,183.0,148.0,172.0,157.0,501.0,708.0,36.0,A,23,8412,0.0
-1.0,26,가동,731.0,120,122,110.0,112.0,322.0,52.0,173.0,147.0,145.0,223.0,166.0,701.0,32.0,A,6,8412,0.0
88.0,184,가동,716.0,118,121,110.0,112.0,330.0,45.0,178.0,130.0,180.0,270.0,466.0,704.0,37.0,A,23,8722,0.0
-1.0,89,가동,733.0,119,119,100.0,102.0,329.0,53.0,250.0,154.0,211.0,192.0,477.0,710.0,32.0,A,3,8917,0.0
-1.0,187,가동,730.0,122,123,110.0,112.0,331.0,54.0,234.0,202.0,215.0,209.0,531.0,714.0,30.0,A,23,8573,0.0
70.0,194,가동,730.0,116,118,109.0,112.0,329.0,43.0,240.0,180.0,254.0,179.0,583.0,703.0,33.0,A,23,8722,0.0
-1.0,96,가동,716.0,120,122,110.0,112.0,331.0,53.0,230.0,193.0,101.0,205.0,577.0,712.0,31.0,A,23,8573,0.0
-1.0,108,가동,730.0,120,120,110.0,112.0,313.0,54.0,210.0,157.0,127.0,204.0,382.0,731.0,34.0,A,6,8412,0.0
87.0,40,가동,707.0,115,118,110.0,112.0,329.0,45.0,175.0,175.0,253.0,177.0,433.0,698.0,29.0,A,23,8917,0.0
-1.0,145,가동,731.0,120,120,110.0,113.0,332.0,50.0,233.0,145.0,201.0,165.0,478.0,704.0,32.0,A,3,8917,0.0
-1.0,140,가동,709.0,115,118,140.0,144.0,333.0,52.0,162.0,185.0,166.0,142.0,478.0,704.0,33.0,A,23,8412,0.0
-1.0,145,가동,730.0,120,203,110.0,112.0,327.0,51.0,172.0,168.0,184.0,175.0,456.0,698.0,31.0,A,23,8573,0.0
93.0,123,가동,701.0,124,125,109.0,112.0,330.0,45.0,166.0,123.0,169.0,258.0,476.0,705.0,31.0,A,23,8722,0.0
33.0,96,가동,711.0,120,124,110.0,112.0,333.0,51.0,111.0,151.0,160.0,187.0,484.0,696.0,35.0,A,23,8412,0.0
-1.0,103,가동,731.0,119,119,100.0,102.0,331.0,51.0,247.0,154.0,211.0,190.0,481.0,708.0,33.0,A,3,8917,0.0
-1.0,280,가동,733.0,116,118,110.0,112.0,326.0,51.0,224.0,164.0,134.0,216.0,182.0,712.0,34.0,A,6,8412,0.0
86.0,283,가동,713.0,117,140,110.0,112.0,330.0,44.0,173.0,129.0,269.0,181.0,481.0,706.0,39.0,A,23,8722,0.0
-1.0,94,가동,730.0,117,119,110.0,112.0,332.0,55.0,226.0,179.0,198.0,199.0,295.0,706.0,29.0,A,23,8573,0.0
75.0,242,가동,726.0,121,123,110.0,112.0,329.0,49.0,198.0,184.0,194.0,301.0,366.0,698.0,31.0,A,23,8917,0.0
-1.0,119,가동,712.0,116,118,110.0,112.0,330.0,55.0,103.0,181.0,232.0,147.0,481.0,715.0,31.0,A,23,8917,0.0
59.0,159,가동,732.0,116,117,110.0,112.0,329.0,47.0,190.0,184.0,270.0,183.0,433.0,700.0,31.0,A,23,8917,0.0
79.0,148,가동,719.0,120,124,110.0,112.0,331.0,44.0,175.0,131.0,301.0,187.0,486.0,702.0,38.0,A,23,8722,0.0
81.0,259,가동,716.0,118,121,110.0,112.0,330.0,45.0,177.0,117.0,180.0,269.0,474.0,700.0,37.0,A,23,8722,0.0
-1.0,76,가동,731.0,121,205,110.0,112.0,320.0,46.0,151.0,155.0,124.0,172.0,151.0,726.0,34.0,A,6,8412,0.0
22.0,49,가동,729.0,124,96,105.0,106.0,324.0,52.0,199.0,175.0,208.0,264.0,469.0,678.0,30.0,A,23,8722,0.0
-1.0,275,가동,726.0,119,119,110.0,112.0,321.0,53.0,221.0,161.0,132.0,217.0,195.0,699.0,33.0,A,6,8412,0.0
-1.0,69,가동,732.0,128,123,110.0,113.0,331.0,50.0,211.0,117.0,124.0,204.0,416.0,714.0,32.0,A,6,8412,0.0
77.0,156,가동,731.0,116,118,110.0,112.0,329.0,46.0,245.0,182.0,260.0,184.0,436.0,702.0,33.0,A,23,8722,0.0
-1.0,270,가동,707.6027529582226,120,122,140.0,144.0,333.0,50.0,182.0,152.0,174.0,255.0,524.0,706.0,40.0,A,23,8412,0.0
27.0,76,가동,710.0,117,119,110.0,112.0,333.0,54.0,159.0,168.0,161.0,142.0,477.0,707.0,32.0,A,23,8412,0.0
-1.0,100,가동,702.0,122,124,110.0,113.0,330.0,52.0,236.0,205.0,238.0,219.0,480.0,711.0,33.0,A,23,8573,0.0
21.0,203,가동,728.0,137,122,105.0,107.0,325.0,47.0,191.0,160.0,193.0,234.0,434.0,688.0,32.0,A,23,8722,0.0
61.0,161,가동,711.0,123,120,115.0,117.0,325.0,47.0,289.0,181.0,269.0,218.0,501.0,689.0,33.0,A,23,8600,0.0
-1.0,27,가동,714.0,118,120,110.0,112.0,333.0,52.0,103.0,158.0,237.0,141.0,479.0,695.0,30.0,A,23,8917,0.0
68.0,77,가동,731.0,120,122,105.0,107.0,324.0,48.0,115.0,174.0,200.0,191.0,389.0,651.0,32.0,A,23,8722,0.0
15.0,251,가동,718.0,120,121,110.0,112.0,330.0,50.0,180.0,132.0,278.0,192.0,490.0,701.0,38.0,A,23,8722,0.0
84.0,263,가동,730.0,160,121,105.0,106.0,325.0,45.0,117.0,171.0,188.0,189.0,361.0,657.0,32.0,A,23,8722,0.0
-1.0,2,가동,730.0,118,117,103.0,113.0,194.0,56.0,129.0,92.0,28.0,65.0,59.0,709.0,18.0,D,6,8412,1.0
91.0,6,가동,719.0,117,119,109.0,112.0,331.0,46.0,152.0,122.0,143.0,205.0,384.0,702.0,30.0,A,23,8722,0.0
-1.0,191,가동,732.0,118,118,110.0,113.0,332.0,50.0,229.0,162.0,136.0,229.0,199.0,716.0,35.0,A,6,8412,0.0
26.0,44,가동,728.0,124,125,105.0,107.0,327.0,55.0,200.0,176.0,214.0,264.0,473.0,682.0,30.0,A,23,8722,0.0
-1.0,110,가동,729.0,119,119,110.0,112.0,332.0,56.0,229.0,153.0,121.0,205.0,181.0,729.0,33.0,A,6,8412,0.0
0.0,43,가동,722.1659846128663,122,126,105.0,106.0,324.0,45.0,112.0,168.0,192.0,185.0,301.0,664.0,31.0,A,23,8722,0.0
85.0,19,가동,708.0,127,130,110.0,112.0,326.0,46.0,113.0,152.0,152.0,107.0,488.0,692.0,30.0,A,23,8600,0.0
-1.0,234,가동,731.0,122,121,110.0,112.0,323.0,45.0,179.0,184.0,214.0,172.0,477.0,702.0,33.0,A,3,8917,0.0
-1.0,228,가동,731.0,115,116,110.0,113.0,329.0,50.0,224.0,162.0,132.0,219.0,183.0,714.0,34.0,A,6,8412,0.0
84.0,265,가동,712.0,129,118,110.0,111.0,329.0,48.0,236.0,179.0,248.0,176.0,577.0,702.0,33.0,A,23,8722,0.0
50.0,23,가동,729.0,118,120,110.0,112.0,329.0,53.0,190.0,178.0,262.0,176.0,438.0,699.0,30.0,A,23,8917,0.0
38.0,56,가동,731.0,120,122,110.0,112.0,330.0,54.0,192.0,182.0,267.0,184.0,460.0,700.0,30.0,A,23,8917,0.0
-1.0,271,가동,713.0,120,125,110.0,112.0,332.0,51.0,227.0,192.0,101.0,204.0,531.0,707.0,32.0,A,23,8573,0.0
74.0,220,가동,731.0,118,121,105.0,106.0,325.0,46.0,210.0,184.0,226.0,252.0,512.0,651.0,33.0,A,23,8722,0.0
48.0,306,가동,728.0,116,118,109.0,112.0,329.0,48.0,243.0,181.0,256.0,180.0,583.0,689.0,33.0,A,23,8722,0.0
-1.0,14,가동,707.6027529582226,119,125,140.0,144.0,333.0,47.0,100.0,70.0,103.0,113.0,496.0,686.0,35.0,A,23,8412,0.0
-1.0,196,가동,710.0,121,114,110.0,112.0,331.0,49.0,102.0,166.0,220.0,142.0,490.0,711.0,31.0,A,23,8917,0.0
28.0,131,가동,728.0,120,122,110.0,112.0,329.0,54.0,205.0,192.0,275.0,189.0,604.0,700.0,31.0,A,23,8917,0.0
86.0,35,가동,714.0,122,122,110.0,112.0,331.0,40.0,174.0,152.0,268.0,194.0,484.0,707.0,37.0,A,23,8722,0.0
-1.0,183,가동,733.0,119,203,100.0,101.0,333.0,52.0,126.0,154.0,172.0,184.0,464.0,710.0,31.0,A,3,8412,0.0
68.0,125,가동,728.0,117,119,100.0,101.0,330.0,42.0,241.0,180.0,262.0,166.0,579.0,699.0,33.0,A,23,8722,0.0
88.0,51,가동,706.0,121,121,110.0,112.0,330.0,45.0,173.0,123.0,267.0,185.0,485.0,706.0,36.0,A,23,8722,0.0
89.0,21,가동,706.0,119,122,110.0,112.0,331.0,41.0,174.0,118.0,252.0,287.0,494.0,707.0,35.0,A,23,8722,0.0
-1.0,118,가동,712.0,119,120,110.0,112.0,330.0,54.0,102.0,172.0,221.0,147.0,478.0,706.0,35.0,A,23,8917,0.0
49.0,276,가동,719.0,120,120,105.0,112.0,331.0,54.0,180.0,128.0,187.0,274.0,463.0,704.0,39.0,A,23,8722,0.0
-1.0,57,가동,732.0,119,121,110.0,112.0,331.0,50.0,238.0,194.0,212.0,210.0,585.0,711.0,32.0,A,23,8573,0.0
-1.0,65,가동,731.0,120,121,110.0,112.0,329.0,56.0,211.0,152.0,128.0,210.0,385.0,710.0,33.0,A,6,8412,0.0
-1.0,67,가동,707.6027529582226,128,123,140.0,144.0,333.0,54.0,210.0,144.0,166.0,159.0,499.0,707.0,33.0,A,23,8412,0.0
66.0,187,가동,730.0,117,119,110.0,112.0,329.0,44.0,201.0,184.0,261.0,180.0,429.0,694.0,31.0,A,23,8917,0.0
55.0,90,가동,726.0,114,117,110.0,113.0,329.0,52.0,182.0,181.0,262.0,179.0,427.0,702.0,30.0,A,23,8917,0.0
-1.0,8,가동,709.0,119,122,110.0,112.0,164.0,54.0,218.0,158.0,141.0,181.0,469.0,713.0,28.0,A,23,8573,1.0
-1.0,191,가동,710.0,113,117,110.0,112.0,331.0,56.0,94.0,87.0,144.0,109.0,499.0,709.0,19.0,A,23,8917,1.0
-1.0,16,가동,711.0,158,121,110.0,112.0,331.0,56.0,114.0,152.0,205.0,136.0,479.0,715.0,29.0,A,23,8917,0.0
49.0,85,가동,730.0,119,121,110.0,112.0,330.0,49.0,206.0,189.0,276.0,188.0,445.0,689.0,32.0,A,23,8917,0.0
-1.0,279,가동,732.0,113,116,110.0,112.0,331.0,53.0,149.0,171.0,188.0,176.0,454.0,711.0,34.0,A,23,8573,0.0
-1.0,43,가동,730.0,120,121,110.0,112.0,323.0,54.0,220.0,153.0,129.0,219.0,179.0,712.0,32.0,A,6,8412,0.0
-1.0,89,가동,731.0,119,121,110.0,112.0,331.0,56.0,234.0,206.0,236.0,213.0,477.0,710.0,32.0,A,23,8573,0.0
-1.0,196,가동,713.0,117,118,110.0,112.0,332.0,54.0,102.0,183.0,235.0,149.0,481.0,704.0,33.0,A,23,8917,0.0
-1.0,68,가동,710.0,119,121,110.0,114.0,330.0,52.0,233.0,201.0,161.0,219.0,478.0,703.0,33.0,A,23,8573,0.0
94.0,231,가동,693.0,121,121,110.0,111.0,330.0,41.0,178.0,124.0,270.0,199.0,486.0,705.0,38.0,A,23,8722,0.0
66.0,89,가동,728.0,119,121,110.0,112.0,330.0,44.0,176.0,119.0,180.0,268.0,484.0,705.0,37.0,A,23,8722,0.0
-1.0,49,가동,731.0,120,121,100.0,102.0,324.0,53.0,191.0,154.0,214.0,197.0,509.0,707.0,33.0,A,23,8412,0.0
30.0,11,가동,719.0,134,134,110.0,112.0,331.0,48.0,144.0,115.0,206.0,140.0,473.0,704.0,32.0,A,23,8722,0.0
-1.0,240,가동,712.0,116,118,110.0,112.0,331.0,55.0,102.0,184.0,249.0,149.0,477.0,711.0,32.0,A,23,8917,0.0
-1.0,169,가동,731.0,201,116,110.0,113.0,330.0,46.0,202.0,175.0,127.0,237.0,144.0,710.0,34.0,A,23,8412,0.0
56.0,115,가동,708.0,77,120,115.0,234.0,325.0,36.0,216.0,148.0,218.0,176.0,473.0,689.0,30.0,A,23,8600,1.0
-1.0,101,가동,712.0,118,119,110.0,112.0,330.0,56.0,102.0,174.0,232.0,148.0,478.0,711.0,32.0,A,23,8917,0.0
-1.0,130,가동,732.0,121,118,100.0,102.0,326.0,49.0,276.0,158.0,212.0,197.0,572.0,713.0,33.0,A,23,8412,0.0
46.0,41,가동,708.0,119,121,110.0,112.0,333.0,50.0,157.0,171.0,123.0,137.0,496.0,691.0,29.0,A,23,8412,0.0
-1.0,250,가동,712.0,122,123,110.0,113.0,331.0,55.0,237.0,198.0,162.0,213.0,476.0,711.0,31.0,A,23,8573,0.0
74.0,309,가동,729.0,120,120,110.0,112.0,329.0,46.0,186.0,185.0,263.0,185.0,431.0,702.0,32.0,A,23,8917,0.0
-1.0,103,가동,710.0,116,118,110.0,112.0,331.0,46.0,102.0,179.0,256.0,146.0,484.0,697.0,34.0,A,23,8917,0.0
80.0,130,가동,723.0,115,118,110.0,112.0,330.0,46.0,182.0,179.0,258.0,180.0,438.0,698.0,31.0,A,23,8917,0.0
80.0,135,가동,729.0,120,121,105.0,107.0,324.0,47.0,205.0,186.0,221.0,254.0,476.0,688.0,32.0,A,23,8722,0.0
-1.0,5,가동,709.0,118,118,110.0,112.0,159.0,52.0,106.0,119.0,201.0,83.0,479.0,700.0,27.0,A,23,8573,1.0
-1.0,118,가동,731.0,118,123,110.0,111.0,312.0,56.0,207.0,157.0,127.0,205.0,386.0,703.0,32.0,A,6,8412,0.0
90.0,50,가동,728.0,119,121,105.0,107.0,325.0,52.0,207.0,179.0,222.0,258.0,397.0,667.0,33.0,A,23,8722,0.0
-1.0,224,가동,707.6027529582226,117,121,140.0,144.0,333.0,48.0,179.0,139.0,141.0,107.0,526.0,707.0,35.0,A,23,8412,0.0
80.0,55,가동,713.0,117,120,110.0,112.0,329.0,47.0,193.0,181.0,259.0,177.0,421.0,701.0,30.0,A,23,8917,0.0
67.0,306,가동,719.0,120,122,110.0,112.0,330.0,45.0,178.0,128.0,275.0,189.0,489.0,705.0,39.0,A,23,8722,0.0
-1.0,84,가동,731.0,120,121,110.0,112.0,330.0,54.0,232.0,202.0,231.0,211.0,480.0,710.0,32.0,A,23,8573,0.0
82.0,282,가동,713.0,122,124,110.0,112.0,331.0,47.0,174.0,125.0,301.0,186.0,474.0,705.0,38.0,A,23,8722,0.0
96.0,155,가동,689.0,117,118,110.0,112.0,330.0,42.0,177.0,134.0,271.0,187.0,485.0,709.0,38.0,A,23,8722,0.0
-1.0,206,가동,712.0,118,120,110.0,112.0,331.0,56.0,134.0,161.0,216.0,70.0,476.0,709.0,34.0,A,23,8917,0.0
-1.0,20,가동,713.0,121,120,110.0,112.0,330.0,52.0,102.0,162.0,235.0,141.0,489.0,707.0,30.0,A,23,8917,0.0
69.0,111,가동,711.0,120,123,110.0,112.0,333.0,51.0,158.0,128.0,128.0,127.0,477.0,701.0,33.0,A,23,8412,0.0
-1.0,33,가동,729.0,121,121,110.0,112.0,320.0,51.0,221.0,146.0,126.0,207.0,177.0,703.0,34.0,A,6,8412,0.0
96.0,131,가동,696.0,119,121,110.0,112.0,330.0,48.0,169.0,123.0,250.0,188.0,482.0,701.0,37.0,A,23,8722,0.0
63.0,311,가동,720.0,121,123,110.0,112.0,331.0,46.0,177.0,127.0,302.0,188.0,478.0,705.0,36.0,A,23,8722,0.0
84.0,46,가동,711.0,130,128,110.0,112.0,333.0,46.0,158.0,130.0,161.0,138.0,476.0,691.0,32.0,A,23,8412,0.0
-1.0,289,가동,731.0,118,119,110.0,113.0,330.0,50.0,234.0,204.0,233.0,211.0,477.0,706.0,32.0,A,23,8573,0.0
60.0,68,가동,729.0,120,118,110.0,112.0,329.0,47.0,182.0,180.0,261.0,181.0,430.0,698.0,29.0,A,23,8917,0.0
-1.0,95,가동,712.0,118,119,110.0,112.0,332.0,51.0,205.0,192.0,172.0,254.0,477.0,681.0,31.0,A,3,8917,0.0
-1.0,209,가동,715.0,120,123,110.0,112.0,333.0,55.0,103.0,178.0,228.0,148.0,479.0,692.0,34.0,A,23,8917,0.0
52.0,321,가동,708.0,120,121,110.0,112.0,333.0,52.0,130.0,131.0,161.0,146.0,446.0,694.0,32.0,A,23,8412,0.0
68.0,286,가동,731.0,119,121,110.0,112.0,329.0,54.0,189.0,183.0,258.0,182.0,452.0,699.0,30.0,A,23,8917,0.0
80.0,193,가동,721.0,119,121,110.0,113.0,330.0,48.0,179.0,129.0,182.0,273.0,470.0,706.0,38.0,A,23,8722,0.0
66.0,275,가동,719.0,117,120,110.0,112.0,331.0,52.0,177.0,139.0,304.0,189.0,467.0,706.0,37.0,A,23,8722,0.0
-1.0,95,가동,731.0,121,123,110.0,112.0,326.0,49.0,257.0,115.0,235.0,200.0,474.0,711.0,27.0,A,23,8573,0.0
-1.0,192,가동,711.0,120,123,110.0,112.0,332.0,51.0,105.0,182.0,96.0,193.0,507.0,712.0,31.0,A,23,8573,0.0
87.0,95,가동,721.0,122,123,100.0,102.0,331.0,44.0,164.0,117.0,168.0,261.0,488.0,694.0,30.0,A,23,8722,0.0
-1.0,117,가동,732.0,119,119,110.0,112.0,319.0,51.0,122.0,161.0,187.0,163.0,476.0,702.0,34.0,A,3,8917,0.0
83.0,187,가동,717.0,122,122,100.0,101.0,331.0,38.0,175.0,122.0,178.0,261.0,499.0,705.0,33.0,A,23,8722,0.0
-1.0,216,가동,732.0,122,123,110.0,112.0,330.0,53.0,239.0,206.0,95.0,218.0,490.0,708.0,33.0,A,23,8573,0.0
-1.0,244,가동,731.0,123,123,110.0,113.0,331.0,52.0,238.0,210.0,241.0,223.0,480.0,703.0,31.0,A,23,8573,0.0
47.0,139,가동,725.0,116,126,100.0,101.0,330.0,48.0,239.0,182.0,263.0,168.0,577.0,701.0,33.0,A,23,8722,0.0
-1.0,248,가동,731.0,123,122,110.0,112.0,314.0,56.0,218.0,160.0,129.0,210.0,412.0,720.0,32.0,A,6,8412,0.0
-1.0,241,가동,731.0,120,123,100.0,101.0,332.0,54.0,270.0,161.0,212.0,199.0,504.0,716.0,35.0,A,23,8412,0.0
-1.0,198,가동,707.6027529582226,118,121,140.0,144.0,333.0,47.0,171.0,145.0,173.0,165.0,511.0,709.0,33.0,A,23,8412,0.0
41.0,20,가동,729.0,122,125,105.0,107.0,324.0,53.0,191.0,172.0,205.0,250.0,452.0,693.0,31.0,A,23,8722,0.0
57.0,290,가동,718.0,120,120,110.0,112.0,330.0,45.0,178.0,124.0,272.0,188.0,471.0,696.0,37.0,A,23,8722,0.0
-1.0,253,가동,733.0,119,119,110.0,112.0,329.0,55.0,215.0,157.0,131.0,210.0,389.0,724.0,33.0,A,6,8412,0.0
59.0,14,가동,718.0,117,126,110.0,112.0,330.0,43.0,165.0,160.0,255.0,181.0,479.0,702.0,33.0,A,23,8722,0.0
49.0,160,가동,731.0,115,118,110.0,112.0,329.0,52.0,179.0,180.0,257.0,179.0,430.0,701.0,30.0,A,23,8917,0.0
49.0,91,가동,730.0,118,121,110.0,112.0,329.0,46.0,204.0,189.0,283.0,188.0,444.0,690.0,31.0,A,23,8917,0.0
-1.0,265,가동,730.0,117,119,110.0,111.0,317.0,50.0,189.0,144.0,97.0,173.0,377.0,734.0,33.0,A,6,8412,0.0
109.0,115,가동,719.0,118,121,105.0,109.0,325.0,43.0,204.0,181.0,217.0,245.0,557.0,691.0,35.0,A,23,8722,0.0
45.0,111,가동,728.0,119,121,110.0,112.0,329.0,51.0,205.0,191.0,277.0,189.0,604.0,693.0,31.0,A,23,8917,0.0
100.0,103,가동,716.0,120,121,110.0,112.0,330.0,43.0,210.0,191.0,289.0,191.0,475.0,699.0,30.0,A,23,8917,0.0
36.0,61,가동,730.0,119,121,110.0,112.0,330.0,50.0,176.0,121.0,180.0,267.0,483.0,697.0,36.0,A,23,8722,0.0
53.0,163,가동,710.0,117,120,115.0,117.0,324.0,55.0,253.0,184.0,266.0,221.0,508.0,684.0,33.0,A,23,8600,0.0
-1.0,260,가동,733.0,117,119,110.0,112.0,320.0,51.0,233.0,166.0,138.0,228.0,196.0,729.0,34.0,A,6,8412,0.0
64.0,6,가동,730.0,119,89,105.0,107.0,326.0,54.0,180.0,142.0,181.0,217.0,424.0,694.0,27.0,A,23,8722,0.0
103.0,102,가동,724.0,114,120,105.0,106.0,324.0,48.0,174.0,135.0,173.0,172.0,695.0,672.0,32.0,D,23,8722,1.0
-1.0,210,가동,712.0,120,121,110.0,112.0,330.0,50.0,102.0,171.0,183.0,146.0,480.0,715.0,34.0,A,23,8917,0.0
39.0,321,가동,728.0,116,117,110.0,112.0,320.0,55.0,187.0,184.0,266.0,183.0,416.0,705.0,31.0,A,23,8917,0.0
67.0,174,가동,711.0,117,124,115.0,117.0,325.0,48.0,292.0,171.0,254.0,212.0,499.0,689.0,33.0,A,23,8600,0.0
-1.0,288,가동,732.0,115,120,100.0,102.0,332.0,52.0,128.0,159.0,214.0,195.0,497.0,706.0,32.0,A,3,8412,0.0
-1.0,229,가동,729.0,118,119,109.0,112.0,149.0,49.0,158.0,122.0,83.0,114.0,113.0,728.0,32.0,D,6,8412,1.0
-1.0,141,가동,731.0,120,122,110.0,113.0,331.0,55.0,233.0,205.0,236.0,212.0,478.0,683.0,31.0,A,23,8573,0.0
40.0,44,가동,731.0,119,122,105.0,107.0,325.0,51.0,199.0,177.0,213.0,249.0,459.0,689.0,31.0,A,23,8722,0.0
50.0,25,가동,718.0,134,132,11.0,112.0,333.0,54.0,168.0,140.0,312.0,237.0,481.0,707.0,34.0,A,23,8722,0.0
-1.0,162,가동,713.0,121,122,110.0,112.0,173.0,50.0,195.0,175.0,165.0,247.0,468.0,701.0,32.0,A,3,8917,1.0
-1.0,72,가동,730.0,119,121,110.0,112.0,330.0,54.0,149.0,163.0,179.0,169.0,451.0,713.0,31.0,A,23,8573,0.0
40.0,219,가동,729.0,116,118,110.0,112.0,329.0,54.0,185.0,186.0,261.0,184.0,435.0,703.0,32.0,A,23,8917,0.0
46.0,153,가동,728.0,122,124,104.0,107.0,324.0,47.0,176.0,145.0,176.0,231.0,403.0,692.0,34.0,D,23,8722,1.0
90.0,152,가동,713.0,119,121,110.0,113.0,329.0,47.0,199.0,184.0,195.0,301.0,367.0,702.0,31.0,A,23,8917,0.0
36.0,123,가동,731.0,118,122,110.0,112.0,329.0,51.0,207.0,193.0,278.0,190.0,605.0,699.0,30.0,A,23,8917,0.0
79.0,201,가동,730.0,122,123,37.0,112.0,330.0,53.0,46.0,150.0,126.0,152.0,159.0,699.0,32.0,D,23,8917,1.0
42.0,282,가동,731.0,114,118,105.0,107.0,324.0,50.0,213.0,186.0,230.0,256.0,399.0,647.0,32.0,A,23,8722,0.0
92.0,283,가동,728.0,121,127,104.0,107.0,324.0,50.0,204.0,180.0,218.0,262.0,497.0,664.0,33.0,A,23,8722,0.0
-1.0,300,가동,729.0,118,121,110.0,112.0,332.0,56.0,223.0,161.0,135.0,217.0,215.0,700.0,34.0,A,6,8412,0.0
37.0,67,가동,709.0,117,120,115.0,117.0,325.0,45.0,269.0,165.0,243.0,197.0,486.0,693.0,31.0,A,23,8600,0.0
-1.0,94,가동,714.0,123,122,110.0,112.0,331.0,55.0,234.0,199.0,161.0,215.0,478.0,707.0,32.0,A,23,8573,0.0
-1.0,232,가동,732.0,116,118,110.0,112.0,332.0,54.0,228.0,162.0,145.0,230.0,205.0,730.0,34.0,A,6,8412,0.0
71.0,260,가동,731.0,120,129,105.0,107.0,324.0,49.0,197.0,175.0,209.0,250.0,450.0,690.0,34.0,A,23,8722,0.0
-1.0,235,가동,721.0,120,122,110.0,112.0,331.0,55.0,232.0,195.0,220.0,206.0,488.0,712.0,31.0,A,23,8573,0.0
-1.0,91,가동,730.0,115,120,110.0,111.0,315.0,52.0,208.0,141.0,121.0,204.0,375.0,726.0,34.0,A,6,8412,0.0
